prompt_id,question,domain_canonical,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,score_mean,score_std,len_mean,len_std,H_sem,D_cos,D_cos_var,D_pair,K,sig2_S,label
triviaqa_00010_t1.0,"""Who said, To err is human but it feels divine?""""""",Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.55,0.4974937185533099,39.35,81.23870690748343,3.8464393446479326,0.4270486831665039,0.006673890165984631,0.7070805430412292,16,0.029134713113307953,1
triviaqa_00011_t1.0,"When Mr Benn was looking for an adventure, what type of shop did he visit?",Humanities,False,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,2.1,0.7000000000000001,12.95,11.859489870985175,2.9464393446565884,0.1951187402009964,0.017841050401329994,0.3707011938095093,10,0.03825179487466812,1
triviaqa_00012_t1.0,What was made and repaired by a Wainwright?,History,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.95,0.21794494717703372,10.65,12.57885129890643,1.97095059444457,0.177788645029068,0.04686124622821808,0.34101927280426025,7,0.08641074597835541,1
triviaqa_00013_t1.0,"The War of the Triple Alliance (1864 - 1870) was fought between the allied countries of Argentina, Brazil, and Uruguay and which other country?",Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.05,0.21794494717703367,-1.4428232973175175e-12,0.0015576898586004972,4.143819023738615e-05,0.0032764493953436613,1,9.663029777584597e-05,0
triviaqa_00014_t1.0,What city will host the 2016 Olympics?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.8,4.3999999999999995,0.7219280948844771,0.030943989753723145,0.0022237873636186123,0.06413730978965759,2,0.008098652586340904,0
triviaqa_00015_t1.0,Mount Entoto is the highest peak overlooking which African capital city?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,-1.4428232973175175e-12,0.0,0.0,0.0,1,0.0,0
triviaqa_00016_t1.0,Which company produced the Hastings and Herald aircraft?,STEM,False,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.9205976319760983,25.05,22.256403572904585,3.9219280948642794,0.40888920426368713,0.029415110126137733,0.6848292946815491,16,0.04039197042584419,1
triviaqa_00017_t1.0,Buenos Aires is located on the estuary of which river?,STEM,True,False,triviaqa,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.1,4.7,0.9,31.65,50.55024727931605,1.2917601481737602,0.07358282804489136,0.013989227823913097,0.1492118090391159,5,0.0312005877494812,0
triviaqa_00018_t1.0,What was the name of the Prime Minister of Egypt who was assassinated in 1910?,Social Sciences,True,False,triviaqa,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.1,1.5132745950421556,28.55,41.63349012513843,3.8219280948642798,0.40262681245803833,0.023574475198984146,0.6769949793815613,16,0.04140444099903107,1
triviaqa_00019_t1.0,Cathay is a poetic name for which far eastern country?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,-1.4428232973175175e-12,0.0,0.0,-1.1920928955078125e-07,1,0.0,0
triviaqa_00020_t1.0,Which British monarch was the first Head of the Commonwealth?,History,True,False,triviaqa,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,11.4,2.8879058156387303,0.9340680553726057,0.19203034043312073,0.013062186539173126,0.36545783281326294,2,0.11448743939399719,0
triviaqa_00021_t1.0,In which American state is the Isabella Stewart Gardner Museum?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,-1.4428232973175175e-12,-1.1920928955078125e-07,0.0,3.5762786865234375e-07,1,8.881784197001252e-14,0
triviaqa_00022_t1.0,"Under which British monarch was Warren Hastings appointed first Governor of the Presidency of Fort William (Bengal) and the head of the Supreme Council of Bengal, effectively the first Governor-General of India?",Social Sciences,True,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.4,13.61396341995967,0.28639695711307084,0.02424112893640995,0.0013997654896229506,0.05041548237204552,2,0.004198191687464714,0
triviaqa_00023_t1.0,"Which opera by Rossini , his last , is based on a play by Schiller ?",Humanities,False,False,triviaqa,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.4,1.907878402833891,17.65,4.186585721085859,1.3366664819123593,0.2567223906517029,0.027487093582749367,0.47109255194664,3,0.15165752172470093,1
triviaqa_00024_t1.0,‘The Queen was in the parlour eating bread and honey’ in which nursery rhyme?,Humanities,False,False,triviaqa,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.8,1.6,17.7,8.08146026408594,2.6577174691157213,0.37609049677848816,0.05912741273641586,0.642880916595459,10,0.11017738282680511,1
triviaqa_00025_t1.0,Who is the father-in-law of Manchester City footballer Sergio Kűn Aguerro?,Humanities,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.2179449471770337,48.0,31.02096065565991,4.221928094859951,0.4903591275215149,0.008391994051635265,0.7792276740074158,19,0.025877870619297028,1
triviaqa_00026_t1.0,What colour hair did Charles Dickens' character David Copperfield have?,Literature,True,False,triviaqa,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.95,1.5644487847162016,22.35,33.57271958003998,2.6841837197662044,0.3039264678955078,0.03112860396504402,0.5426126718521118,9,0.07920990139245987,1
triviaqa_00027_t1.0,Elizabeth Taylor made a fortune from what business aside from acting?,Law & Business,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,12.65,14.55085908116768,1.1219280948801489,0.07237458229064941,0.022512756288051605,0.14685390889644623,5,0.04683537408709526,1
triviaqa_00028_t1.0,What is the name of the charity for single parents founded in the 1970s which currently has J K Rowling as its President?,Social Sciences,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.4,0.48989794855663565,71.75,139.1437655807834,3.6219280948671635,0.3418187201023102,0.023603107780218124,0.5966287851333618,14,0.052200667560100555,1
triviaqa_00029_t1.0,Who was the UK Poet Laureate or the longest period?,Humanities,False,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.9,0.8306623862918074,18.0,8.28854631404084,3.2841837197633192,0.403921902179718,0.01857965812087059,0.6786215305328369,11,0.04815249517560005,1
triviaqa_00030_t1.0,Giugno is Italian for which month of the year?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,-1.4428232973175175e-12,-1.1920928955078125e-07,0.0,1.7881393432617188e-07,1,1.4210854715202004e-14,0
triviaqa_00031_t1.0,What character was played by Bill Fraser in 'The Army Game'?,Entertainment,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,16.95,3.4420197558991434,3.8464393446479326,0.382263720035553,0.017105359584093094,0.6509493589401245,16,0.02918367087841034,1
triviaqa_00032_t1.0,Who is the Greek God of War?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,-1.4428232973175175e-12,0.0,0.0,-3.5762786865234375e-07,1,5.684341886080802e-14,0
triviaqa_00033_t1.0,For which scientific discovery did Crick and Watson receive the 1962 Nobel Prize for Medicine?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.05,5.1232314021523555,0.8475846798188033,0.04104020446538925,0.006401295308023691,0.08462763577699661,4,0.013985681347548962,0
triviaqa_00034_t1.0,Nouakchott is the capital of which Islamic African republic?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.28639695711307084,0.021591216325759888,0.008126133121550083,0.04496480152010918,2,0.018196478486061096,0
triviaqa_00035_t1.0,A creance is the name of the long fine cord used in which sport?,STEM,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,7.65,1.6515144564913744,1.3917601481723174,0.13575831055641174,0.05029494687914848,0.26640674471855164,6,0.09559427201747894,1
triviaqa_00036_t1.0,Selenology is the scientific study of which celestial body?,STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.4,1.9595917942265426,-1.4428232973175175e-12,0.015135681256651878,3.876897972077131e-05,0.03162327781319618,1,0.0009791840566322207,0
triviaqa_00037_t1.0,In June 2013 US Texas State Senator Wendy Davis filibustered for 10 hours to obstruct Texas state laws concerning?,Law & Business,False,False,triviaqa,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.45,1.3219304066402287,12.9,7.361385739111897,2.070950594443127,0.14753620326519012,0.02552451752126217,0.28769007325172424,8,0.06000359728932381,0
triviaqa_00038_t1.0,Who first drew Mickey Mouse when ?Disney first supplied the voice?,STEM,False,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,1.044030650891055,14.8,11.417530380953668,2.2149798205063824,0.19059661030769348,0.015660595148801804,0.36301711201667786,7,0.05218666046857834,1
triviaqa_00039_t1.0,Alan Greenspan was the head of which US government department from 1987 to 2006?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.8,1.8330302779823362,-1.4428232973175175e-12,0.006666439585387707,3.408755219425075e-05,0.013987950049340725,1,0.00024689966812729836,0
triviaqa_00040_t1.0,In what year was the Battle of Stamford Bridge?,STEM,False,False,triviaqa,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,2.8,1.98997487421324,4.0,0.0,0.9927744539849228,0.14976921677589417,0.000739629496820271,0.29169216752052307,2,0.06978975236415863,1
triviaqa_00041_t1.0,What was the Russian City of Nizhny Novgorod called between 1932 and 1990?,Social Sciences,True,False,triviaqa,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,28.6,87.17132556064522,3.0659573209347477,0.36388182640075684,0.00949784740805626,0.6266881823539734,10,0.06116325408220291,1
triviaqa_00042_t1.0,"""The cruise liner """"Costa Concordia"""" sank in the Tyrhenian sea in January 2012 against the rocks of the coast of what island?""",Social Sciences,True,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.15,0.3570714214271425,-1.4428232973175175e-12,0.0034633458126336336,4.6257333451649174e-05,0.007278383243829012,1,0.00014439156802836806,0
triviaqa_00043_t1.0,Zloty and Grosz are money in which country?,Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,-1.4428232973175175e-12,0.0,0.0,3.5762786865234375e-07,1,8.881784197001252e-14,0
triviaqa_00044_t1.0,Which US folk singer had the words “This machine kills fascists” written on his guitar?,Humanities,False,False,triviaqa,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.25,1.299038105676658,12.45,0.9733961166965893,0.9917601481766455,0.15464656054973602,0.05030442029237747,0.3003975749015808,3,0.12845034897327423,0
triviaqa_00045_t1.0,How is 'The Journal Of The House Of Commons' better known?,Humanities,True,False,triviaqa,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.75,1.699264546796643,26.15,26.28549980502558,2.92321967232108,0.3888762295246124,0.018957752734422684,0.659503161907196,10,0.08018676191568375,1
triviaqa_00046_t1.0,"According to the Old Testament, who was the wife of Abraham and the mother of Isaac ?",Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,-1.4428232973175175e-12,0.0,0.0,-3.5762786865234375e-07,1,5.684341886080802e-14,0
triviaqa_00047_t1.0,Who composed the Liverpool Oratorio in collaboration with Carl Davis?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,10.25,3.793085815006035,2.4588718484352614,0.33970046043395996,0.019832998514175415,0.5936886668205261,7,0.08508715033531189,1
triviaqa_00048_t1.0,Which French romantic artist who painted Massacre at Chios and Women of Algiers was born on this day in 1798?,Humanities,False,False,triviaqa,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,21.1,6.386704940734306,2.4638651219393126,0.22789184749126434,0.01111011765897274,0.42510464787483215,8,0.05359338968992233,1
triviaqa_00049_t1.0,What did Tikki Tikki Tembo fall into?,STEM,True,False,triviaqa,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.8,1.6613247725836149,10.0,10.16857905510893,2.4232196723225234,0.23249061405658722,0.04288964718580246,0.43255719542503357,9,0.08142241090536118,0
triviaqa_00050_t1.0,Which is the most southerly of the Shipping Forecast areas?,STEM,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,18.15,26.6782214549621,2.6954618442238942,0.21184706687927246,0.03394500911235809,0.3987526595592499,10,0.058432191610336304,1
triviaqa_00051_t1.0,A gerber was an alternative name for which traditional trade/craftsman?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,12.1,8.478797084492587,3.3464393446522593,0.3686661124229431,0.01780189946293831,0.63307124376297,13,0.046548306941986084,1
triviaqa_00052_t1.0,"What famous road began in Chicago, Illinois, ending at Santa Monica, California?",Social Sciences,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.8,0.8717797887081349,9.55,3.8272052466519213,0.28639695711307084,0.039060138165950775,0.012259437702596188,0.08062576502561569,2,0.0269625261425972,0
triviaqa_00053_t1.0,Moroni is the capital of which Indian Ocean island group?,Geography,True,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.85,0.852936105461599,15.6,13.98356177803066,2.3261207468325815,0.22104394435882568,0.0318601094186306,0.41392359137535095,7,0.07827998697757721,1
triviaqa_00054_t1.0,Which English town/city did the Romans call Dubris?,Humanities,False,False,triviaqa,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.25,1.299038105676658,6.75,2.384848003542364,0.9340680553726057,0.1369379460811615,0.008642117492854595,0.2685514986515045,2,0.07846035063266754,0
triviaqa_00055_t1.0,"Maine Coon, Munchkin, Oriental Shorthair, Persian, Ragamuffin, Russian Blue, Siamese, Siberian, Snowshoe, Sphynx, Tonkinese and Manx are all breeds of what?",STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.35,5.901482864501091,0.8841837197748608,0.07498802989721298,0.007646389305591583,0.1519506424665451,3,0.02083270065486431,0
triviaqa_00056_t1.0,"In October 2003, which cricketer, playing in a Test series against Zimbabwe, scored a record 380 not out?",Sports,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,13.15,2.031624965391005,2.8659573209347475,0.2660921514034271,0.02688705548644066,0.4856622517108917,10,0.0533340647816658,1
triviaqa_00057_t1.0,Which of the Queen's horses won the 2013 Ascot Gold Cup?,STEM,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,12.45,10.283360345723569,3.58418371975899,0.4495985507965088,0.03558456152677536,0.7337456345558167,14,0.05675896257162094,1
triviaqa_00058_t1.0,Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?,Humanities,True,False,triviaqa,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.6,1.9078784028338915,18.55,2.108909670896314,1.4166422780898817,0.2453763484954834,0.06468676775693893,0.4532032310962677,4,0.16777831315994263,0
triviaqa_00059_t1.0,"""What is the first line of """"Walk on the Wild Side"""" by Lou Reed, released as a single in 1972?""",Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,65.2,76.87886575646132,3.0219280948700495,0.36053571105003357,0.07257311046123505,0.6221954226493835,12,0.10512582957744598,1
triviaqa_00060_t1.0,What colour is the liqueur Galliano?,STEM,True,False,triviaqa,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.3,4.1,1.374772708486752,6.25,2.165063509461097,1.6437519544132886,0.11443283408880234,0.012756982818245888,0.22712743282318115,5,0.04125445336103439,0
triviaqa_00061_t1.0,The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,Social Sciences,True,False,triviaqa,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.95,1.5321553446044565,10.0,8.024961059095553,2.557717469117164,0.2792375683784485,0.03892194479703903,0.5057910680770874,9,0.08314042538404465,1
triviaqa_00062_t1.0,By what first name is West Indian cricketer Sarwan known?,Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,7.9,10.06429331846007,1.9709505944445698,0.2481641322374344,0.0672040581703186,0.4576241374015808,7,0.12345325946807861,1
triviaqa_00063_t1.0,Goodge Street tube station is on which London Underground line?,STEM,True,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,12.7,11.35385397122933,0.9927744539849228,0.051542796194553375,0.0007215517107397318,0.1057145968079567,2,0.009249859489500523,1
triviaqa_00064_t1.0,"""Which American President used the slogan: """"It's the economy, stupid"""" for his presidential campaign?""",Social Sciences,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.65,2.8332843133014376,0.28639695711307084,0.009841975755989552,0.0016682777786627412,0.020618103444576263,2,0.0038259518332779408,0
triviaqa_00065_t1.0,What is the first name of Blackadder in the UK television series ‘Blackadder’?,Humanities,False,False,triviaqa,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.2,1.6,6.4,0.7999999999999999,0.7219280948844771,0.11450091749429703,0.03343629091978073,0.2272542417049408,2,0.10167503356933594,0
triviaqa_00066_t1.0,'Yellow River' was a May 1970 No.1 for who?,Entertainment,True,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.95,0.804673846971554,21.9,37.803306733670794,3.546439344649374,0.40550604462623596,0.041220664978027344,0.680607259273529,15,0.06464362889528275,1
triviaqa_00067_t1.0,On which Italian track was the Formula One San Marino Grand Prix held?,STEM,False,False,triviaqa,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.3,1.4177446878757827,11.7,10.578752289377041,2.181496329517134,0.2674444615840912,0.052475251257419586,0.4877500832080841,8,0.11068445444107056,0
triviaqa_00068_t1.0,The ESA was 35 years old in 2010. For what does the S stand?,STEM,False,False,triviaqa,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,4.4,1.42828568570857,6.0,2.258317958127243,1.1917601481752027,0.12016671895980835,0.039442893117666245,0.2377825528383255,4,0.08195406943559647,0
triviaqa_00069_t1.0,What is the principal charity for single parent families in the UK?,Social Sciences,False,False,triviaqa,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.6,1.42828568570857,33.3,78.49719740220029,3.208694969545529,0.4158964157104492,0.01765495166182518,0.6934980154037476,12,0.07048821449279785,1
triviaqa_00070_t1.0,Who were the first League Cup winners,Sports,False,False,triviaqa,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,3.6,1.562049935181331,16.7,11.606463716395272,2.2192407046253075,0.15982452034950256,0.023163791745901108,0.3095846474170685,8,0.05066929757595062,0
triviaqa_00071_t1.0,Wayne Rooney scored his first senior goal against which club?,Sports,True,False,triviaqa,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.3219304066402287,14.65,10.785522704069562,1.68048202371607,0.2248700112104416,0.014529891312122345,0.4201829135417938,4,0.08189722895622253,1
triviaqa_00072_t1.0,Who is Arthur Wellesley better known as?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,2.0,-1.4428232973175175e-12,0.005795878358185291,1.922021603559341e-14,0.012166525237262249,1,0.00013322940503712744,0
triviaqa_00073_t1.0,The existance of which planet was mathematically,STEM,False,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,7.05,3.612132334231402,3.046439344656588,0.33329910039901733,0.020208291709423065,0.5847471952438354,10,0.0768183022737503,1
triviaqa_00074_t1.0,What are the names of Donald Duck's three nephews?,Humanities,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.8,0.39999999999999997,-1.4428232973175175e-12,0.0010617017978802323,2.5389203983650077e-06,0.002234016079455614,1,9.82583878794685e-06,0
triviaqa_00075_t1.0,Kirkland Signature is the house brand of what retail giant?,Law & Business,False,False,triviaqa,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.469693845669907,6.5,0.5,1.499999999995672,0.2276202142238617,0.01553491223603487,0.4246624708175659,3,0.0963321104645729,1
triviaqa_00076_t1.0,Who was the original bass guitarist with The Who,Entertainment,False,False,triviaqa,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,15.2,5.230678732248809,1.2192407046325209,0.1702893078327179,0.0035596347879618406,0.3279791474342346,3,0.09513042867183685,0
triviaqa_00077_t1.0,"""Whose memoirs, published in 2010, were called """"A Journey""""?""",Humanities,False,False,triviaqa,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.75,1.5124483462254175,13.05,2.5391927851189244,2.7659573209361907,0.22723904252052307,0.021411072462797165,0.4240422248840332,9,0.04686901718378067,1
triviaqa_00078_t1.0,"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?",STEM,False,False,triviaqa,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.75,3.031088913245535,0.8112781244562475,0.0836113765835762,0.010191031731665134,0.16866539418697357,2,0.04362019523978233,0
triviaqa_00079_t1.0,On a motorway what is the speed limit for a car towing a caravan?,STEM,True,False,triviaqa,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.05,4.85,0.6538348415311012,7.4,4.328972164382672,1.7854752972201209,0.1002892255783081,0.00809292308986187,0.2005479782819748,5,0.023959945887327194,0
triviaqa_00080_t1.0,What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,STEM,False,False,triviaqa,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.9205976319760985,17.05,20.7255277375511,2.9709505944402417,0.3761679530143738,0.020082607865333557,0.6429824233055115,10,0.06372154504060745,1
triviaqa_00081_t1.0,The flag of the Great Socialist People's Libyan Arab Jamahiriya was what single colour?,Social Sciences,False,False,triviaqa,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,4.35,1.3143439428094914,7.8,14.062716664997557,0.9917601481766455,0.06377430260181427,0.008281826041638851,0.12998010218143463,3,0.024804692715406418,0
triviaqa_00082_t1.0,"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring and sometimes bread crumbs",Humanities,False,False,triviaqa,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.135214625627067,0.28639695711307084,0.04391828924417496,0.03167403116822243,0.0904291421175003,2,0.06772960722446442,1
triviaqa_00083_t1.0,Ursus arctos horribilis is the scientific name of which animal?,STEM,False,False,triviaqa,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.9797958971132713,13.6,1.562049935181331,0.7475846798202458,0.06360110640525818,0.018138568848371506,0.12963899970054626,3,0.03988923132419586,1
