prompt_id,question,domain_canonical,domain_inconsistent,adversarial,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label
triviaqa_00014_t1.0,What city will host the 2016 Olympics?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.8,4.3999999999999995,0.7219280948844771,0.03094393014907837,15.62671184539795,2,0.008098647929728031,0
triviaqa_00015_t1.0,Mount Entoto is the highest peak overlooking which African capital city?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,-1.4428232973175175e-12,0.0,15.824983596801758,1,1.2789768904868624e-14,0
triviaqa_00016_t1.0,Which company produced the Hastings and Herald aircraft?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.9205976319760983,25.05,22.256403572904585,3.9219280948642794,0.4088892340660095,37.362369537353516,16,0.0403919517993927,1
triviaqa_00017_t1.0,Buenos Aires is located on the estuary of which river?,STEM,True,False,20,18,2,0,20,0.9,0.1,0.0,0.1,0.1,0.09999999999999998,4.7,0.9,31.65,50.55024727931605,1.2917601481737602,0.07358287274837494,18.24264144897461,5,0.031200595200061798,0
triviaqa_00018_t1.0,What was the name of the Prime Minister of Egypt who was assassinated in 1910?,Social Sciences,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.1,1.5132745950421556,28.55,41.63349012513843,3.8219280948642798,0.40262675285339355,35.788204193115234,16,0.04140445962548256,1
triviaqa_00019_t1.0,Cathay is a poetic name for which far eastern country?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,-1.4428232973175175e-12,-2.384185791015625e-07,13.972399711608887,1,1.4210854715202004e-14,0
triviaqa_00020_t1.0,Which British monarch was the first Head of the Commonwealth?,History,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.95,1.4309088021254186,11.4,2.8879058156387303,0.9340680553726057,0.19203032553195953,21.947769165039062,2,0.1144871935248375,0
triviaqa_00021_t1.0,In which American state is the Isabella Stewart Gardner Museum?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,-1.4428232973175175e-12,0.0,13.91002082824707,1,0.0,0
triviaqa_00022_t1.0,"Under which British monarch was Warren Hastings appointed first Governor of the Presidency of Fort William (Bengal) and the head of the Supreme Council of Bengal, effectively the first Governor-General of India?",Social Sciences,True,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.4,13.61396341995967,0.28639695711307084,0.024241160601377487,16.718765258789062,2,0.0041981907561421394,0
triviaqa_00023_t1.0,"Which opera by Rossini , his last , is based on a play by Schiller ?",Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.4,1.907878402833891,17.65,4.186585721085859,1.3366664819123593,0.25672248005867004,29.492727279663086,3,0.15165764093399048,1
triviaqa_00024_t1.0,‘The Queen was in the parlour eating bread and honey’ in which nursery rhyme?,Humanities,False,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.8,1.6,17.7,8.08146026408594,2.6577174691157213,0.37609046697616577,37.43366622924805,10,0.11017729341983795,1
triviaqa_00025_t1.0,Who is the father-in-law of Manchester City footballer Sergio Kűn Aguerro?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.2179449471770337,48.0,31.02096065565991,4.221928094859951,0.4903590679168701,50.4271125793457,19,0.025877872481942177,1
triviaqa_00026_t1.0,What colour hair did Charles Dickens' character David Copperfield have?,Literature,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,1.95,1.5644487847162016,22.35,33.57271958003998,2.6841837197662044,0.3039265275001526,43.34174728393555,9,0.07920989394187927,1
triviaqa_00027_t1.0,Elizabeth Taylor made a fortune from what business aside from acting?,Law & Business,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,12.65,14.55085908116768,1.1219280948801489,0.07237482070922852,37.07932662963867,5,0.04683532565832138,1
triviaqa_00028_t1.0,What is the name of the charity for single parents founded in the 1970s which currently has J K Rowling as its President?,Social Sciences,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.4,0.48989794855663565,71.75,139.1437655807834,3.6219280948671635,0.3418187201023102,46.95545196533203,14,0.05220067501068115,1
triviaqa_00029_t1.0,Who was the UK Poet Laureate or the longest period?,Humanities,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.9,0.8306623862918074,18.0,8.28854631404084,3.2841837197633192,0.403921902179718,34.36664962768555,11,0.048152487725019455,1
triviaqa_00030_t1.0,Giugno is Italian for which month of the year?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,-1.4428232973175175e-12,1.1920928955078125e-07,15.550158500671387,1,3.552713678800501e-15,0
triviaqa_00031_t1.0,What character was played by Bill Fraser in 'The Army Game'?,Entertainment,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.25,0.4330127018922193,16.95,3.4420197558991434,3.8464393446479326,0.3822636902332306,35.374847412109375,16,0.02918366901576519,1
triviaqa_00032_t1.0,Who is the Greek God of War?,STEM,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,-1.4428232973175175e-12,-2.384185791015625e-07,15.269006729125977,1,1.4210854715202004e-14,0
triviaqa_00033_t1.0,For which scientific discovery did Crick and Watson receive the 1962 Nobel Prize for Medicine?,STEM,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.05,5.1232314021523555,0.8475846798188033,0.0410403236746788,20.564510345458984,4,0.013985680416226387,0
triviaqa_00034_t1.0,Nouakchott is the capital of which Islamic African republic?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.28639695711307084,0.021591341122984886,15.614892959594727,2,0.018196536228060722,0
triviaqa_00035_t1.0,A creance is the name of the long fine cord used in which sport?,STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,7.65,1.6515144564913744,1.3917601481723174,0.1357581615447998,34.32228469848633,6,0.09559442847967148,1
triviaqa_00036_t1.0,Selenology is the scientific study of which celestial body?,STEM,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.4,1.9595917942265426,-1.4428232973175175e-12,0.015135431662201881,13.252668380737305,1,0.0009791856864467263,0
triviaqa_00037_t1.0,In June 2013 US Texas State Senator Wendy Davis filibustered for 10 hours to obstruct Texas state laws concerning?,Law & Business,False,False,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15000000000000002,4.45,1.3219304066402287,12.9,7.361385739111897,2.070950594443127,0.14753618836402893,27.161462783813477,8,0.06000359728932381,0
triviaqa_00038_t1.0,Who first drew Mickey Mouse when ?Disney first supplied the voice?,STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.1,1.044030650891055,14.8,11.417530380953668,2.2149798205063824,0.1905965805053711,35.01790237426758,7,0.05218668654561043,1
triviaqa_00039_t1.0,Alan Greenspan was the head of which US government department from 1987 to 2006?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.8,1.8330302779823362,-1.4428232973175175e-12,0.006666433997452259,16.56161117553711,1,0.0002469065075274557,0
triviaqa_00040_t1.0,In what year was the Battle of Stamford Bridge?,STEM,False,False,20,9,11,0,20,0.45,0.55,0.0,0.55,0.55,0.55,2.8,1.98997487421324,4.0,0.0,0.9927744539849228,0.1497693955898285,30.540945053100586,2,0.06978972256183624,1
triviaqa_00041_t1.0,What was the Russian City of Nizhny Novgorod called between 1932 and 1990?,Social Sciences,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.5,1.857417562100671,28.6,87.17132556064522,3.0659573209347477,0.36388176679611206,32.97800827026367,10,0.06116325035691261,1
triviaqa_00042_t1.0,"""The cruise liner """"Costa Concordia"""" sank in the Tyrhenian sea in January 2012 against the rocks of the coast of what island?""",Social Sciences,True,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.15,0.3570714214271425,-1.4428232973175175e-12,0.0034631520975381136,15.682001113891602,1,0.00014439556980505586,0
triviaqa_00043_t1.0,Zloty and Grosz are money in which country?,Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,-1.4428232973175175e-12,0.0,13.902708053588867,1,3.552713678800501e-15,0
triviaqa_00044_t1.0,Which US folk singer had the words “This machine kills fascists” written on his guitar?,Humanities,False,False,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.25,1.299038105676658,12.45,0.9733961166965893,0.9917601481766455,0.15464654564857483,21.172046661376953,3,0.12845034897327423,0
triviaqa_00045_t1.0,How is 'The Journal Of The House Of Commons' better known?,Humanities,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.75,1.699264546796643,26.15,26.28549980502558,2.92321967232108,0.38887619972229004,37.899715423583984,10,0.08018675446510315,1
triviaqa_00046_t1.0,"According to the Old Testament, who was the wife of Abraham and the mother of Isaac ?",Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,-1.4428232973175175e-12,5.960464477539063e-08,14.863412857055664,1,0.0,0
triviaqa_00047_t1.0,Who composed the Liverpool Oratorio in collaboration with Carl Davis?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.2,0.4,10.25,3.793085815006035,2.4588718484352614,0.3397004008293152,29.942800521850586,7,0.0850871205329895,1
triviaqa_00048_t1.0,Which French romantic artist who painted Massacre at Chios and Women of Algiers was born on this day in 1798?,Humanities,False,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,3.05,1.4309088021254186,21.1,6.386704940734306,2.4638651219393126,0.22789183259010315,28.19718360900879,8,0.05359340459108353,1
triviaqa_00049_t1.0,What did Tikki Tikki Tembo fall into?,STEM,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.8,1.6613247725836149,10.0,10.16857905510893,2.4232196723225234,0.2324906289577484,30.072010040283203,9,0.08142238110303879,0
triviaqa_00050_t1.0,Which is the most southerly of the Shipping Forecast areas?,STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,18.15,26.6782214549621,2.6954618442238942,0.21184702217578888,30.894067764282227,10,0.05843217670917511,1
triviaqa_00051_t1.0,A gerber was an alternative name for which traditional trade/craftsman?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.8,0.4,12.1,8.478797084492587,3.3464393446522593,0.3686661124229431,32.82746124267578,13,0.04654828459024429,1
triviaqa_00052_t1.0,"What famous road began in Chicago, Illinois, ending at Santa Monica, California?",Social Sciences,True,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.8,0.8717797887081349,9.55,3.8272052466519213,0.28639695711307084,0.039060067385435104,18.28020477294922,2,0.026962513104081154,0
triviaqa_00053_t1.0,Moroni is the capital of which Indian Ocean island group?,Geography,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.85,0.852936105461599,15.6,13.98356177803066,2.3261207468325815,0.22104382514953613,25.905075073242188,7,0.07828003168106079,1
triviaqa_00054_t1.0,Which English town/city did the Romans call Dubris?,Humanities,False,False,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,4.25,1.299038105676658,6.75,2.384848003542364,0.9340680553726057,0.13693790137767792,19.283388137817383,2,0.07846013456583023,0
triviaqa_00055_t1.0,"Maine Coon, Munchkin, Oriental Shorthair, Persian, Ragamuffin, Russian Blue, Siamese, Siberian, Snowshoe, Sphynx, Tonkinese and Manx are all breeds of what?",STEM,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.35,5.901482864501091,0.8841837197748608,0.07498810440301895,17.888797760009766,3,0.020832698792219162,0
triviaqa_00056_t1.0,"In October 2003, which cricketer, playing in a Test series against Zimbabwe, scored a record 380 not out?",Sports,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.6,0.48989794855663565,13.15,2.031624965391005,2.8659573209347475,0.26609212160110474,33.8094367980957,10,0.053334061056375504,1
triviaqa_00057_t1.0,Which of the Queen's horses won the 2013 Ascot Gold Cup?,STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,12.45,10.283360345723569,3.58418371975899,0.449598491191864,36.69593811035156,14,0.056758981198072433,1
triviaqa_00058_t1.0,Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?,Humanities,True,False,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,3.6,1.9078784028338915,18.55,2.108909670896314,1.4166422780898817,0.24537642300128937,27.36017417907715,4,0.16777804493904114,0
triviaqa_00059_t1.0,"""What is the first line of """"Walk on the Wild Side"""" by Lou Reed, released as a single in 1972?""",Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.05,0.21794494717703372,65.2,76.87886575646132,3.0219280948700495,0.36053580045700073,49.7346305847168,12,0.1051258072257042,1
triviaqa_00060_t1.0,What colour is the liqueur Galliano?,STEM,True,False,20,14,6,0,20,0.7,0.3,0.0,0.3,0.3,0.30000000000000004,4.1,1.374772708486752,6.25,2.165063509461097,1.6437519544132886,0.11443285644054413,14.098836898803711,5,0.04125450178980827,0
triviaqa_00061_t1.0,The word Tet in the Tet Offensive (N Vietnam/Viet Cong against S Vietnam/US forces on 30 Jan 1968) referred to the national?,Social Sciences,True,False,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,2.95,1.5321553446044565,10.0,8.024961059095553,2.557717469117164,0.27923744916915894,29.781997680664062,9,0.08314042538404465,1
triviaqa_00062_t1.0,By what first name is West Indian cricketer Sarwan known?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.1,0.3,7.9,10.06429331846007,1.9709505944445698,0.2481641322374344,31.936466217041016,7,0.12345337867736816,1
triviaqa_00063_t1.0,Goodge Street tube station is on which London Underground line?,STEM,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,12.7,11.35385397122933,0.9927744539849228,0.05154282972216606,36.550289154052734,2,0.009249852038919926,1
triviaqa_00064_t1.0,"""Which American President used the slogan: """"It's the economy, stupid"""" for his presidential campaign?""",Social Sciences,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.65,2.8332843133014376,0.28639695711307084,0.009842028841376305,15.5845365524292,2,0.00382595625706017,0
triviaqa_00065_t1.0,What is the first name of Blackadder in the UK television series ‘Blackadder’?,Humanities,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.2,1.6,6.4,0.7999999999999999,0.7219280948844771,0.11450104415416718,19.302814483642578,2,0.10167499631643295,0
triviaqa_00066_t1.0,'Yellow River' was a May 1970 No.1 for who?,Entertainment,True,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.95,0.804673846971554,21.9,37.803306733670794,3.546439344649374,0.4055059850215912,30.711130142211914,15,0.06464362144470215,1
triviaqa_00067_t1.0,On which Italian track was the Formula One San Marino Grand Prix held?,STEM,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.3,1.4177446878757827,11.7,10.578752289377041,2.181496329517134,0.2674446702003479,23.834623336791992,8,0.1106845885515213,0
triviaqa_00068_t1.0,The ESA was 35 years old in 2010. For what does the S stand?,STEM,False,False,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15000000000000002,4.4,1.42828568570857,6.0,2.258317958127243,1.1917601481752027,0.12016675621271133,21.357662200927734,4,0.08195421099662781,0
triviaqa_00069_t1.0,What is the principal charity for single parent families in the UK?,Social Sciences,False,False,20,5,15,0,20,0.25,0.75,0.0,0.75,0.75,0.75,2.6,1.42828568570857,33.3,78.49719740220029,3.208694969545529,0.4158964157104492,36.13768768310547,12,0.07048818469047546,1
triviaqa_00070_t1.0,Who were the first League Cup winners,Sports,False,False,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.44999999999999996,3.6,1.562049935181331,16.7,11.606463716395272,2.2192407046253075,0.15982449054718018,22.174009323120117,8,0.05066918954253197,0
triviaqa_00071_t1.0,Wayne Rooney scored his first senior goal against which club?,Sports,True,False,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,2.45,1.3219304066402287,14.65,10.785522704069562,1.68048202371607,0.2248700112104416,26.131717681884766,4,0.08189728111028671,1
triviaqa_00072_t1.0,Who is Arthur Wellesley better known as?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,2.0,-1.4428232973175175e-12,0.00579601526260376,14.767244338989258,1,0.0001332261599600315,0
triviaqa_00073_t1.0,The existance of which planet was mathematically,STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.05,1.0712142642814275,7.05,3.612132334231402,3.046439344656588,0.3332991600036621,34.607887268066406,10,0.07681828737258911,1
triviaqa_00074_t1.0,What are the names of Donald Duck's three nephews?,Humanities,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.8,0.39999999999999997,-1.4428232973175175e-12,0.0010617256630212069,15.07371997833252,1,9.826832865655888e-06,0
triviaqa_00075_t1.0,Kirkland Signature is the house brand of what retail giant?,Law & Business,False,False,20,8,12,0,20,0.4,0.6,0.0,0.6,0.6,0.6,3.2,1.469693845669907,6.5,0.5,1.499999999995672,0.2276201993227005,34.474082946777344,3,0.09633200615644455,1
triviaqa_00076_t1.0,Who was the original bass guitarist with The Who,Entertainment,False,False,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,3.8,1.469693845669907,15.2,5.230678732248809,1.2192407046325209,0.17028923332691193,24.694276809692383,3,0.09513046592473984,0
triviaqa_00077_t1.0,"""Whose memoirs, published in 2010, were called """"A Journey""""?""",Humanities,False,False,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,2.75,1.5124483462254175,13.05,2.5391927851189244,2.7659573209361903,0.2272389680147171,23.423967361450195,9,0.046869006007909775,1
triviaqa_00078_t1.0,"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?",STEM,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.75,3.031088913245535,0.8112781244562475,0.08361143618822098,18.927331924438477,2,0.04362029209733009,0
triviaqa_00079_t1.0,On a motorway what is the speed limit for a car towing a caravan?,STEM,True,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.85,0.6538348415311012,7.4,4.328972164382672,1.7854752972201209,0.10028918087482452,24.387819290161133,5,0.023959938436746597,0
triviaqa_00080_t1.0,What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,STEM,False,False,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,1.55,0.9205976319760985,17.05,20.7255277375511,2.9709505944402417,0.37616798281669617,41.83108139038086,10,0.06372150778770447,1
triviaqa_00081_t1.0,The flag of the Great Socialist People's Libyan Arab Jamahiriya was what single colour?,Social Sciences,False,False,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.19999999999999996,4.35,1.3143439428094914,7.8,14.062716664997557,0.9917601481766455,0.06377409398555756,17.10189437866211,3,0.02480473741889,0
triviaqa_00082_t1.0,"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring and sometimes bread crumbs",Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.135214625627067,0.28639695711307084,0.043918244540691376,36.89253616333008,2,0.06772974133491516,1
triviaqa_00083_t1.0,Ursus arctos horribilis is the scientific name of which animal?,STEM,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,2.2,0.9797958971132713,13.6,1.562049935181331,0.7475846798202458,0.06360109895467758,28.581157684326172,3,0.039889294654130936,1
triviaqa_00084_t1.0,Which of the Noble Gases takes its name from the Greek for 'hidden' ?,STEM,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,-1.4428232973175175e-12,5.960464477539063e-08,38.78175735473633,1,1.4210854715202004e-14,1
triviaqa_00085_t1.0,Which popular newsreader resigned from ITN in 1979?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.65,0.4769696007084729,12.9,2.1189620100417095,3.5464393446522595,0.3283112347126007,30.940502166748047,13,0.026972735300660133,1
triviaqa_00086_t1.0,Which play by Sir Peter Shaffer was made into a film with Tom Hulce in the title role?,Humanities,False,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.5,1.2041594578792296,5.2,0.6,0.4689955935863958,0.07456140220165253,38.401695251464844,2,0.09769200533628464,1
triviaqa_00087_t1.0,In which city was the wheelchair bound Robert Ironside Chief of detectives?,Social Sciences,True,False,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,1.85,1.1521718621802912,13.65,9.248107914595288,3.1464393446537025,0.2694917619228363,28.322906494140625,12,0.06509190797805786,1
triviaqa_00088_t1.0,What is the name of the UK Women's Prize for Fiction?,Humanities,False,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,32.55,6.8005514482282985,1.5437519544147311,0.074898861348629,38.08964920043945,4,0.015073890797793865,1
triviaqa_00089_t1.0,What is the name of the assembly of cardinals for the election of a pope?,Religion & Philosophy,True,False,20,19,1,0,20,0.95,0.05,0.0,0.05,0.05,0.050000000000000044,4.85,0.6538348415311012,18.45,6.888214572732182,1.1883763717301792,0.21290859580039978,20.0919246673584,3,0.14051592350006104,0
triviaqa_00090_t1.0,Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise?,Humanities,True,False,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.75,0.4330127018922193,18.4,31.396496619845976,2.070950594443127,0.2129414826631546,33.94196701049805,8,0.09869599342346191,1
triviaqa_00091_t1.0,Which famous racehorse won Australia’s Melbourne Cup in 1930?,STEM,False,False,20,20,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,-1.4428232973175175e-12,0.0,15.479898452758789,1,0.0,0
