prompt_id,question,domain,type,n_samples,n_correct,n_hallu,n_refused,n_illogical,n_definitive,frac_correct,frac_hallu,frac_refused,frac_illogical,hall_rate_strict,hall_rate_naive,H_sem,D_cos,M_bar,K,sig2_S,label
halueval_00010_t1.0,"Context:  She is noted as a pioneer in the field of ecopsychology, a proponent of bioregional land-based culture, and a critic of technological society having worked with such contemporaries as Jerry Mander, Vandana Shiva, Stephanie Mills, and Kirkpatrick Sale.Vandana Shiva (Hindi: वंदना शिवा : born 5 November 1952) is an Indian scholar, environmental activist and anti-globalization author.

Question: Chellis Glendinning worked alongside what Indian scholar?",General Knowledge,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0007396399741992354,16.595626831054688,1,2.1801995899295434e-05,0
halueval_00011_t1.0,"Context: Pie Five Pizza Co. is a fast casual restaurant chain specializing in handcrafted personal pizza made in less than 5 minutes. As of December 2016, Pie Five has 98 restaurants in the following locations: Alabama, Arkansas, Florida, Georgia, Illinois, Indiana, Kansas, Maryland, Minnesota, Missouri, Nebraska, North Carolina, Oklahoma, Tennessee, Texas, Utah, Kentucky, Virginia and Washington, D.C. with more than 400 additional company-owned and franchise units anticipated. It has 7 locations and is known for its Atlanta style pizza.

Question: What has more locations, Fellini's Pizza or Pie Five Pizza Co.",Economics & Business,qa,20,18,1,0,1,19,0.9,0.05,0.0,0.05,0.05263157894736842,0.09999999999999998,1.678897902978823,0.11898379027843475,22.945636749267578,6,0.07886219769716263,0
halueval_00012_t1.0,"Context:  On April 11, 2013, US based Polaris Industries announced that it had acquired Aixam-Mega. Polaris is based in Roseau, Minnesota, USA.

Question: Where is the company that purchased Aixam based in?",General Knowledge,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,1.7332062193392817,0.11045356094837189,20.250091552734375,5,0.03810286149382591,0
halueval_00013_t1.0,"Context: Philip Bertie (c.1665 – 15 April 1728) was an English courtier and politician, the third son of Robert Bertie, 3rd Earl of Lindsey.Robert Bertie, 3rd Earl of Lindsey PC FRS (8 November 1630 – 8 May 1701), styled Lord Willoughby de Eresby from 1642 to 1666, was an English nobleman.

Question: What did Philip Bertie's father style from 1642 to 1666",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.001797831035219133,17.501773834228516,1,6.11834111623466e-05,0
halueval_00014_t1.0,"Context: Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.

Question: Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.28639695711307084,0.036097731441259384,17.793121337890625,2,0.028770120814442635,0
halueval_00015_t1.0,"Context: A Beta-3 adrenergic antagonist (β-adrenoceptor antagonist) is an adrenergic antagonist which blocks the Beta-3 adrenergic receptors of cells, with either high specificity (an antagonist which is selective for β adrenoceptors) like L-748,328, L-748,337 and SR 59,230A or non-specifically (an antagonist for β and for β or β adrenoceptors) like the non-selective betablocker Carvedilol.Carvedilol, sold under the brand name Coreg among others, is a beta blocker used for treating mild to severe congestive heart failure (CHF), left ventricular dysfunction (LVD) following heart attack in people who are otherwise stable, and for treating high blood pressure.

Question: What generic medication is a non-selective betablocker used to treat congestive heart failure?  ",Life Sciences,qa,20,17,3,0,0,20,0.85,0.15,0.0,0.0,0.15,0.15000000000000002,0.8841837197748609,0.09207123517990112,22.32741928100586,3,0.07109033316373825,0
halueval_00016_t1.0,"Context: Constance ""Connie"" Ray (born July 10, 1956) is an American film and television actress and playwright. Among her highest profile appearances are ""Thank You for Smoking"" (2006) and ""Stuart Little"" (1999), and the television drama ""ER"" (1997). She also appeared in ""Ice Princess"" (2005) and on ""George Lopez"" (2002).Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.

Question: What 2005 film by Tim Fywell saw an appearance by the actress from ""Thank You for Smoking"" and ""Stuart Little?""",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.002338701393455267,16.88338279724121,1,0.0001034614906529896,0
halueval_00017_t1.0,"Context:  He has appeared in films such as ""Cold Mountain"", ""Nil By Mouth"", ""King Arthur"", ""The Magic Roundabout"", ""The Departed"", ""Beowulf"", ""Indiana Jones and the Kingdom of the Crystal Skull"", ""Edge of Darkness"", ""The Sweeney"" and ""Noah"".The Magic Roundabout (released in France as Pollux - Le manège enchanté and redubbed in the United States as Doogal or The Lord of the Springs) is a 2005 French-British computer-animated adventure fantasy film based on the television series ""The Magic Roundabout"".

Question: Ray Winstone appeared in what 2005 French-British computer-animated adventure fantasy that was based on a TV series?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0034903287887573242,17.95458221435547,1,5.853843686054461e-05,0
halueval_00018_t1.0,"Context: Millet is a French-based company specializing in outdoor equipment such as backpacks and sleeping bags, owned by Lafuma.Timberland LLC is an American manufacturer and retailer of outdoors wear, with a focus on footwear.

Question: Millet is a French-based company, specializing in outdoor equipment such as backpacks and sleeping bags, owned by which organization, their earning comparisons to United States-based companies such as Columbia Sportswear and Timberland LLC, an American manufacturer and retailer of outdoors wear, with a focus on footwear?",Economics & Business,qa,20,19,1,0,0,20,0.95,0.05,0.0,0.0,0.05,0.050000000000000044,1.4366664819109167,0.11708035320043564,23.15648078918457,4,0.03700277954339981,0
halueval_00019_t1.0,"Context: Alan Merrill (born Allan Preston Sachs; February 19, 1951) is an American vocalist, guitarist, songwriter, actor and model. He is the lead singer of the first ever released version and co-author of the song ""I Love Rock 'n' Roll"" by the Arrows in 1975.""I Love Rock 'n' Roll"" is a rock song written in 1975 by Alan Merrill of the Arrows, who recorded the first released version. The song was later made famous by Joan Jett & the Blackhearts in 1982.

Question: Joan Jett & the Blackhearts covered a song by the first westerner to achieve pop start status in Japan.  When was that song first recorded?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.002352797891944647,14.621667861938477,1,0.00022031011758372188,0
halueval_00020_t1.0,"Context: Serge de Poligny (1903–1983) was a French screenwriter and film director.Ric Viers (born 1973) is an American sound effects producer. He has also worked as a sound designer, film director, screenwriter, and author.

Question: Which film director is also a sound designer, Serge de Poligny or Ric Viers?",Arts & Literature,qa,20,11,5,0,4,16,0.55,0.25,0.0,0.2,0.3125,0.44999999999999996,2.460964047430697,0.203250452876091,26.412628173828125,9,0.08848746120929718,0
halueval_00021_t1.0,"Context: Star Wars: Episode I – The Phantom Menace is a 1999 American epic space opera film written and directed by George Lucas, produced by Lucasfilm and distributed by 20th Century Fox. It is the first installment in the ""Star Wars"" prequel trilogy and stars Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Ian McDiarmid, Anthony Daniels, Kenny Baker, Ahmed Best, Pernilla August, Brian Blessed, Ray Park, and Frank Oz.Ian McDiarmid ( ; born 11 August 1944) is an Olivier and Tony award-winning Scottish character actor and director. He has appeared in 47 films since 1976.

Question: Which actor who appeared in 47 films since 1976 starred appeared in The Phantom Menace?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0017086088191717863,17.032730102539062,1,3.5202694562030956e-05,0
halueval_00022_t1.0,"Context: Robert Lepage, {'1': "", '2': "", '3': "", '4': ""} (born December 12, 1957) is a French Canadian playwright, actor, film director, and stage director, one of Canada's most honoured theatre artists. Thereafter Genet was raised in the provincial town of Alligny-en-Morvan, in the Nièvre department of central France.

Question: Robert Lepage and Jean Genet, are of which nationality?",Arts & Literature,qa,20,17,3,0,0,20,0.85,0.15,0.0,0.0,0.15,0.15000000000000002,0.8841837197748609,0.06615352630615234,21.074626922607422,3,0.005911481566727161,0
halueval_00023_t1.0,"Context: Michele Landis Dauber is an American lawyer, a leading figure focusing in constitutional history and law, distributive justice, federalism, gender & sexual orientation discrimination, inequality, law & society, public policy & empirical studies, torts and welfare & poverty law, currently the Frederick I. Richman Professor at Stanford Law School.People v. Turner, formally People of the State of California v. Brock Allen Turner (2015), was a criminal case filed in Santa Clara County Superior Court which convicted Brock Allen Turner of three counts of felony sexual assault.

Question: What criminal case which convicted Brock Allen Turner of three counts of felony sexual assault did Michele Landis Dauber work as attorney on?",Politics & Law,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.5689955935849532,0.041333336383104324,19.22801399230957,3,0.00737211387604475,0
halueval_00024_t1.0,"Context:  The film stars Nicolas Cage, Sarah Wayne Callies, Veronica Ferres, Lauren Beatty, Jack Fulton, and Elizabeth Jeanne le Roux.Sarah Wayne Callies (born June 1, 1977) is an American actress. She is best known for her portrayals of Sara Tancredi in Fox's ""Prison Break"", Lori Grimes in AMC's ""The Walking Dead"" and Katie Bowman in USA Network's ""Colony"".

Question: Pay the Ghost starred which actress who had a role in Prison Break?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0012727410066872835,16.116182327270508,1,1.9543282178347e-05,0
halueval_00025_t1.0,"Context: Across the Bridge of Hope is a compilation album created and recorded in support of victims of the Omagh bombings, by Tim Hegarty and Ross Graham.The Omagh bombing was a car bombing that took place on 15 August 1998 in Omagh, County Tyrone, Northern Ireland.

Question: For which car bombing in Northern Ireland did Tim Hegarty and Ross Graham release a support album?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.609840304713515,0.0610281303524971,20.874526977539062,2,0.02129877544939518,0
halueval_00026_t1.0,"Context:  The idea was initiated in 1898 by Sir Ebenezer Howard in the United Kingdom.Sir Ebenezer Howard {'1': "", '2': "", '3': "", '4': ""} ( ; 29 January 1850 – 1 May 1928), the English founder of the garden city movement, is known for his publication """" (1898), the description of a utopian city in which people live harmoniously together with nature.

Question:  The garden city movement is a method of urban planning in which self-contained communities are surrounded by ""greenbelts"", containing proportionate areas of residences, industry, and agriculture, the idea was initiated in 1898 by Sir Ebenezer Howard, (29 January 1850 – 1 May 1928), the English founder of the garden city movement, is known for his publication, in which year?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0,15.378562927246094,1,0.0,0
halueval_00027_t1.0,"Context: Craig Serling is an American film director, film producer, screenwriter, and television editor known for multiple Primetime Emmy nominations for 'Outstanding Picture Editing for Non-Fiction Programming' and for his 2006 directorial debut feature film ""Jam"".Jeff Celentano (born May 24, 1960), also credited as Jeff Weston, is an American actor, screenwriter, and director.

Question: Craig Serling and Jeff Celentano, are of which nationality?",General Knowledge,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.004116624593734741,15.736071586608887,1,0.000673220434691757,0
halueval_00028_t1.0,"Context: Shadows Over Camelot is an Arthurian-themed board game designed by Serge Laget and Bruno Cathala, illustrated by Julien Delval and Cyrille Daujean.Lords of Waterdeep is a German-style board game designed by Peter Lee and Rodney Thompson and published by Wizards of the Coast in 2012.

Question: Which board game is designed by Serge Laget, Shadows Over Camelot or Lords of Waterdeep?",General Knowledge,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0021007179748266935,18.578460693359375,1,8.349290146725252e-05,0
halueval_00029_t1.0,"Context: National Route 13 (Vietnamese: ""Quốc lộ 13"" ) is a highway in southern Vietnam stretching from the northeastern outskirts of Ho Chi Minh City, the commercial centre of the country, towards the border to Cambodia.Cambodia ( ; Khmer: កម្ពុជា , or Kampuchea ] ), officially known as the Kingdom of Cambodia (Khmer: ព្រះរាជាណាចក្រកម្ពុជា , ""Preăh Réachéanachâk Kâmpŭchéa"", ] ), is a country located in the southern portion of the Indochina Peninsula in Southeast Asia.

Question: What is known as the Kingdom and the National Route 13 stretches towards the border?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0,14.694747924804688,1,3.552713678800501e-15,0
halueval_00030_t1.0,"Context:  It achieved mainstream recognition by creating music for popular television shows like ""Princess Hours"" (2006), ""Love in the Moonlight"" (2016) and ""The Legend of the Blue Sea"" (2016).Love in the Moonlight () is a South Korean television series starring Park Bo-gum and Kim Yoo-jung with Jinyoung, Chae Soo-bin and Kwak Dong-yeon.

Question: What is the name of the series starring Park Bo-gum that has music created by Second Moon?",Arts & Literature,qa,20,18,2,0,0,20,0.9,0.1,0.0,0.0,0.1,0.09999999999999998,0.7475846798202459,0.07877147197723389,21.072513580322266,3,0.07182176411151886,0
halueval_00031_t1.0,"Context:  The clan's historical seat is at Fordell Castle in Dalgety Bay, Fife.Fordell Castle is a restored 16th-century tower house, located 1.25 mi north-west of Dalgety Bay and 2 mi east of Dunfermline, in Fife, Scotland.

Question: Clan Henderson has a historical seat at what 16th-century tower house?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.0009517043945379555,16.237030029296875,1,3.6094199458602816e-05,0
halueval_00032_t1.0,"Context: Aaj Ka Hindustan (Today's Indian) is a 1940 Bollywood film directed by Jayant Desai and starring Rose, Prithviraj Kapoor, Ishwarlal, Sitara Devi and comedian Charlie.Sitara Devi (8 November 1920 – 25 November 2014) was an eminent Indian dancer of the classical Kathak style of dancing.

Question: Aaj Ka Hindustan stars an Indian dancer who is proficient in what style?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.5689955935849532,0.0773027092218399,20.126062393188477,3,0.10094867646694183,0
halueval_00033_t1.0,"Context: École secondaire publique Louis-Riel (Louis Riel Public Secondary School) is a high school in the Blackburn Hamlet neighbourhood of Ottawa, Ontario, Canada, part of the ""Conseil des écoles publiques de l'Est de l'Ontario"" (Eastern Ontario Public School Board).Louis David Riel ( , ] ; 22 October 1844 – 16 November 1885) was a Canadian politician, a founder of the province of Manitoba, and a political leader of the Métis people of the Canadian Prairies.

Question: École secondaire publique Louis-Riel is named after a founder of which province?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,-4.17232506322307e-08,15.239102363586426,1,2.4906392256224784e-14,0
halueval_00034_t1.0,"Context:  Macy, born in Fort Wayne, Indiana and raised in Peru, Indiana, played college basketball at Purdue University and the University of Kentucky, and spent seven years in the NBA with the Phoenix Suns, Chicago Bulls and Indiana Pacers; he then spent three seasons in the Italian Lega Serie A.The Phoenix Suns are an American professional basketball team based in Phoenix, Arizona. The Suns compete in the National Basketball Association (NBA) as a member team of the league's Western Conference Pacific Division, and are the only team in their division not to be based in California.

Question: Which National Basketball Association team in Phoenix, Arizona did Kyle Robert Macy play for? ",General Knowledge,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.008018079213798046,16.82448959350586,1,0.00039067151374183595,0
halueval_00035_t1.0,"Context:  He has worked on well-known numerous projects, including ""Piranha 3D"", """", ""Bloodborne"", ""Twisted Metal"", and ""The Goldbergs"". The series was created by Adam F. Goldberg and stars Wendi McLendon-Covey, Jeff Garlin, Sean Giambrone, Troy Gentile, Hayley Orrantia and George Segal.

Question: Which show that Michael Wandmacher composed for shares a name with its creator?",Arts & Literature,qa,20,15,5,0,0,20,0.75,0.25,0.0,0.0,0.25,0.25,1.2917601481737602,0.16889989376068115,19.98902702331543,5,0.1324542611837387,0
halueval_00036_t1.0,"Context: Metal Health is the third studio album by American heavy metal band Quiet Riot. It was released on March 11, 1983, bolstered by the No. 5 hit ""Cum On Feel the Noize"" and the No. 31 hit ""Metal Health"".""Cum On Feel the Noize"" is a song by the British rock band Slade, released in 1973 as a non-album single.

Question: What British rock band is responsible for bolstering Quiet Riot's hit ""Mental Health?""",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,-1.1920928955078125e-07,17.374080657958984,1,1.4210854715202004e-14,0
halueval_00037_t1.0,"Context: Structure & Dynamics of the Psyche is Volume 8 in ""The Collected Works of C. G. Jung"", a series of books published by Princeton University Press in the U.S. and Routledge & Kegan Paul in the U.K. The volumes were edited and translated from the original German by Gerhard Adler and R.F.C. Hull, occasionally with assistance from others.

Question: Structure & Dynamics of the Psyche is Volume 8 in a book series edited and translated by whom?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.016505271196365356,17.066707611083984,1,0.0019891406409442425,0
halueval_00038_t1.0,"Context:  Dye has also offered his expertise to television, such as the HBO miniseries ""Band of Brothers"" and ""The Pacific"", and video games, including the ""Medal of Honor"" series.The Pacific is a 2010 American television series produced by HBO, Playtone and DreamWorks that premiered in the United States on March 14, 2010.

Question: When did Dale Dye work on the miniseries for HBO called The Pacific?",General Knowledge,qa,20,18,1,1,0,19,0.9,0.05,0.05,0.0,0.05263157894736842,0.09999999999999998,1.3917601481723174,0.12800905108451843,18.012737274169922,6,0.08364416658878326,0
halueval_00039_t1.0,"Context: Warren Klein is an American musician, best known for being a guitarist in The Stooges in spring of 1973, as a founding member & lead guitarist of The Factory with Lowell George (produced by Frank Zappa), and as a member of The Fraternity of Man (Don't Bogart Me). He studied Indian classical music and was accepted as a disciple of Ravi Shankar at the latter's Kinnara School of Music in Los Angeles.""Indian classical music is one of many forms of art music that have their roots in particular regional cultures. For other ""classical"" and art music traditions, see List of classical and art music traditions.""

Question: For which band is American musician Warren Klein who studied Indian classical music as an art music tradition and was accepted as a disciple of Ravi Shankar, best known?",Arts & Literature,qa,20,10,8,2,0,18,0.5,0.4,0.1,0.0,0.4444444444444444,0.5,2.346439344659474,0.31296980381011963,29.377416610717773,8,0.10609421879053116,0
halueval_00040_t1.0,"Context: Go Further is a 2003 documentary film by Ron Mann starring Woody Harrelson and a group of other environmental activists riding around in a large, bio-fueled bus.Pumping Iron is a 1977 docudrama about the world of professional bodybuilding, with a focus on the 1975 IFBB Mr. Universe and 1975 Mr. Olympia competitions.

Question: Which movie came out first Go Further or Pumping Iron ?",General Knowledge,qa,20,18,1,0,1,19,0.9,0.05,0.0,0.05,0.05263157894736842,0.09999999999999998,1.29176014817376,0.09304366260766983,22.89345359802246,5,0.06904608011245728,0
halueval_00041_t1.0,"Context: Rafael Nadal was the defending champion and successfully defended his title, defeating Dominic Thiem in the final, 6–4, 6–1.Rafael ""Rafa"" Nadal Parera (] , ] ; born 3 June 1986) is a Spanish professional tennis player, currently ranked World No. 1 in men's singles.

Question: Who did the professional tennis player currently ranked World No. 1 in men's singles defeat in the 2017 Barcelona Open Banco Sabadell - Singles?",General Knowledge,qa,20,8,12,0,0,20,0.4,0.6,0.0,0.0,0.6,0.6,2.346439344659474,0.24193665385246277,26.864816665649414,8,0.06825066357851028,1
halueval_00042_t1.0,"Context: American Slavery As It Is: Testimony of a Thousand Witnesses is a book written by the American abolitionist Theodore Dwight Weld, his wife Angelina Grimké and her sister Sarah Grimké, which was published in 1839. The time of her greatest fame was between 1836, when a letter she sent to William Lloyd Garrison was published in his anti-slavery newspaper, ""The Liberator"", and May 1838, when she gave a speech to abolitionists gathered in Philadelphia, with a hostile crowd throwing stones and shouting outside the hall.

Question: What was the name of the paper that published a letter from the wife of Theodore Dwight Weld ?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,0.003241670085117221,17.469446182250977,1,0.0002869637974072248,0
halueval_00043_t1.0,"Context: Night Mail is a 1936 documentary film about a London, Midland and Scottish Railway (LMS) mail train from London to Scotland, produced by the GPO Film Unit.What Would Jesus Buy? is a 2007 documentary film produced by Morgan Spurlock and directed by Rob VanAlkemade.

Question: Which of the following films is a documentary about a London, Midland, and Scottish Railway mail train: Night Mail or What Would Jesus Buy?",Arts & Literature,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.28639695711307084,0.029162559658288956,20.13231086730957,2,0.018210802227258682,0
halueval_00044_t1.0,"Context: Lugton is a small village or hamlet in East Ayrshire, Scotland with a population of 80 people.Dunlop ( ; Scots: ""Dunlap"" , Scottish Gaelic: ""Dùn Lùib"" ) is a village and parish in East Ayrshire, Scotland.

Question: Lugton and Dunlop are both villages located in what country?",History & Geography,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,-1.4428232973175175e-12,-8.940696716308594e-08,12.427580833435059,1,2.3279623129375537e-14,0
halueval_00045_t1.0,"Context:  It is the tenth track on their 1987 album ""The Joshua Tree"". It was produced by Daniel Lanois and Brian Eno, and was released on 9 March 1987 on Island Records.

Question: Who produced the album that has Exit as the tenth track? ",General Knowledge,qa,20,20,0,0,0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.7475846798202459,0.05743482708930969,19.979267120361328,3,0.023452332243323326,0
halueval_00046_t1.0,"Context: Eric Buchman (born September 11, 1979) is an American professional poker player from Valley Stream, New York, who finished in fourth place at the 2009 World Series of Poker Main Event.Valley Stream is a village in Nassau County, New York in the United States.

Question: In which place did the poker player from a village in Nassau County, New York finish at the 2009 World Series of Poker Main Event?",General Knowledge,qa,20,4,13,0,3,17,0.2,0.65,0.0,0.15,0.7647058823529411,0.8,3.746439344649374,0.37142235040664673,27.22623062133789,15,0.058187343180179596,1
halueval_00047_t1.0,"Context:  He played collegiately at Nebraska and was the 1982 Frances Pomeroy Naismith Award for the best player in the country under six feet tall.The Nebraska Cornhuskers men's basketball team is the college basketball program representing the University of Nebraska-Lincoln in the Big Ten Conference of NCAA Division I.

Question: Jack Moore played collegiately at the college in what NCAA conference?",General Knowledge,qa,20,19,1,0,0,20,0.95,0.05,0.0,0.0,0.05,0.050000000000000044,1.336160254368041,0.09705238044261932,21.728927612304688,4,0.048913247883319855,0
